account_id,account_age_days,kyc_status,account_type,is_mule
ACC068C98137C,391,FULL,SAVINGS,False
ACC35242E8A22,1060,FULL,CURRENT,False
ACCCD0EE63147,246,FULL,WALLET,False
ACC2258E14A1A,423,FULL,CURRENT,False
ACC4FD3F69A77,1760,FULL,CURRENT,False
ACCB25B5E3886,2775,FULL,SAVINGS,False
ACC6ECC233B82,2777,FULL,WALLET,False
ACCA0DBA96231,866,FULL,SAVINGS,False
ACCB77663F50E,447,FULL,SAVINGS,False
ACC5C6D1791DD,2260,FULL,CURRENT,False
ACC874BA94733,1098,FULL,WALLET,False
ACC92DF228BD6,1136,FULL,CURRENT,False
ACC61568AAF58,627,FULL,SAVINGS,False
ACC2C2C1F41DD,1792,FULL,CURRENT,False
ACC5F7AA5F48B,149,FULL,SAVINGS,False
ACC469A12F82F,2678,FULL,SAVINGS,False
ACC7E015F142F,570,MINIMAL,SAVINGS,False
ACC6E61445C4D,2342,FULL,SAVINGS,False
ACC07107E5B14,1461,MINIMAL,WALLET,False
ACCDD29C0240C,798,FULL,SAVINGS,False
ACCCD69D72E6F,297,FULL,SAVINGS,False
ACCA9ABB2C3A9,1640,MINIMAL,SAVINGS,False
ACCED8E715BC7,1806,FULL,SAVINGS,False
ACCC1BB04EE23,2454,FULL,SAVINGS,False
ACCDBB112CE9C,635,MINIMAL,SAVINGS,False
ACCD95E25B771,2643,FULL,CURRENT,False
ACCC6C9CFCF25,2188,FULL,CURRENT,False
ACC1087B1CACD,1664,FULL,SAVINGS,False
ACC4204250B2A,568,FULL,SAVINGS,False
ACC4D89803D22,1482,FULL,CURRENT,False
ACCB95E311B55,481,FULL,SAVINGS,False
ACCFC843EB78A,531,FULL,SAVINGS,False
ACC470CBAF3C3,632,FULL,CURRENT,False
ACCDB27F8A985,176,FULL,CURRENT,False
ACC4E16BDE7E2,1788,FULL,WALLET,False
ACC33E70AD39E,1445,FULL,SAVINGS,False
ACCE14ABE29D8,2909,FULL,CURRENT,False
ACCE5335487B0,2837,FULL,SAVINGS,False
ACC54885508D4,2043,FULL,SAVINGS,False
ACCF5651A6FDA,598,FULL,SAVINGS,False
ACCF3F122A6D8,603,MINIMAL,CURRENT,False
ACC8ABF563A06,2952,FULL,SAVINGS,False
ACCE60192CEA3,217,FULL,CURRENT,False
ACC0AEC5FC287,582,FULL,SAVINGS,False
ACC5394E2294E,1739,FULL,SAVINGS,False
ACC0B47520CDE,181,FULL,WALLET,False
ACCCE9FBF77D7,295,FULL,CURRENT,False
ACC5EE892CC82,243,FULL,CURRENT,False
ACC27648BA86A,2294,FULL,CURRENT,False
ACC26F90C5571,422,FULL,CURRENT,False
ACCCC26D8198F,2319,MINIMAL,SAVINGS,False
ACC162194F4FF,1720,FULL,SAVINGS,False
ACCE8ACE7F6AC,2935,MINIMAL,SAVINGS,False
ACCA4576FC7D4,2072,FULL,SAVINGS,False
ACCA02F7F761D,84,FULL,SAVINGS,False
ACC55BBA6226C,2070,FULL,CURRENT,False
ACC6A40C5309D,2651,FULL,WALLET,False
ACC34C5EFCB7E,1265,FULL,SAVINGS,False
ACC882C6FCE67,801,FULL,CURRENT,False
ACC00EFA329D9,2019,MINIMAL,CURRENT,False
ACC64E3728203,1684,FULL,SAVINGS,False
ACCC414B9C3B5,157,FULL,CURRENT,False
ACC12932012F7,661,MINIMAL,SAVINGS,False
ACC6ADEDBAB35,426,FULL,CURRENT,False
ACC57ABF40322,2133,FULL,SAVINGS,False
ACCB4A51F1ED5,2116,FULL,SAVINGS,False
ACC6A77B4269B,427,FULL,SAVINGS,False
ACCA106485AEA,2344,FULL,CURRENT,False
ACC0B1EEBE458,2973,FULL,WALLET,False
ACC7CD4F45617,955,MINIMAL,SAVINGS,False
ACCC5B7800DD1,247,FULL,SAVINGS,False
ACCCC69C6FB6E,719,FULL,SAVINGS,False
ACC79BEB957D4,354,FULL,SAVINGS,False
ACC5823CB74EF,552,FULL,SAVINGS,False
ACC43D2E13E63,1144,FULL,SAVINGS,False
ACC3A474AEDB6,1329,FULL,SAVINGS,False
ACC189214C5C5,284,FULL,CURRENT,False
ACC762F80D19B,999,MINIMAL,SAVINGS,False
ACC970A28E97D,1240,MINIMAL,CURRENT,False
ACCAB9786E879,665,MINIMAL,SAVINGS,False
ACC3836276E3E,2219,FULL,SAVINGS,False
ACC97D2A6ECCC,2251,MINIMAL,SAVINGS,False
ACC83606594DA,809,FULL,SAVINGS,False
ACC714D33D071,1909,FULL,CURRENT,False
ACCC180872EDC,2977,FULL,SAVINGS,False
ACC1DBBFBD087,568,FULL,CURRENT,False
ACCE1AA8DD43B,605,FULL,CURRENT,False
ACCA1393B889C,2926,FULL,CURRENT,False
ACC789B20CBB5,2972,MINIMAL,CURRENT,False
ACC9EF15FF224,2837,MINIMAL,WALLET,False
ACC0417E89E30,2420,FULL,SAVINGS,False
ACC15BC4377FB,1622,FULL,CURRENT,False
ACC84B6258B42,1662,FULL,CURRENT,False
ACC5D14997F2B,2696,FULL,SAVINGS,False
ACC8C26FE68F0,455,FULL,SAVINGS,False
ACCD4A78E4943,2224,FULL,CURRENT,False
ACCE60A61011F,2062,FULL,SAVINGS,False
ACCF68461C6D1,225,MINIMAL,CURRENT,False
ACC96926D15AC,1506,FULL,CURRENT,False
ACC249AEAE19E,2108,FULL,SAVINGS,False
ACCAD0A932F2A,2072,FULL,CURRENT,False
ACC05D57805A9,143,FULL,SAVINGS,False
ACC96A1F35834,1489,FULL,SAVINGS,False
ACCC22A6F523C,44,FULL,CURRENT,False
ACC46483B2241,1720,FULL,SAVINGS,False
ACC6E10172E7F,1048,FULL,SAVINGS,False
ACC42CF59D777,2322,FULL,SAVINGS,False
ACCE5A3F37EA3,2717,FULL,CURRENT,False
ACC0C7700611F,2454,FULL,SAVINGS,False
ACC3488F5C7FC,193,FULL,CURRENT,False
ACCCF8B534C80,2444,FULL,WALLET,False
ACCDA959C1736,1367,FULL,SAVINGS,False
ACCD9F60EB5B6,1346,FULL,CURRENT,False
ACC1973F0B04A,1189,FULL,SAVINGS,False
ACCD4DFC903C7,1042,FULL,SAVINGS,False
ACC720D706AE5,2715,FULL,CURRENT,False
ACC26AF068BA8,321,FULL,SAVINGS,False
ACC38DF1C3B46,2019,FULL,SAVINGS,False
ACCB74F22F9D5,406,FULL,CURRENT,False
ACC35718E8CC4,1778,FULL,SAVINGS,False
ACC0DA9C0FC9F,2603,FULL,CURRENT,False
ACC6AC0754DEB,117,FULL,SAVINGS,False
ACC5D515C265B,1378,FULL,SAVINGS,False
ACC8C6532EF91,2820,FULL,SAVINGS,False
ACCCC9A2597FC,357,FULL,SAVINGS,False
ACC1BD2ABA2F8,2027,FULL,SAVINGS,False
ACC83360148DC,2498,FULL,SAVINGS,False
ACC5F78B1C057,1162,FULL,SAVINGS,False
ACC349805BE6D,2658,FULL,WALLET,False
ACCE083E2FD57,1554,FULL,WALLET,False
ACCE01CD994F9,2993,MINIMAL,SAVINGS,False
ACCE456D9226C,2339,FULL,CURRENT,False
ACC76567ED411,408,FULL,SAVINGS,False
ACC243E803CF7,2572,MINIMAL,SAVINGS,False
ACCB9DE761E21,1852,MINIMAL,SAVINGS,False
ACC00FB81B9FA,2898,MINIMAL,SAVINGS,False
ACCAFBDA7404A,1600,FULL,CURRENT,False
ACC728D817FC4,202,FULL,WALLET,False
ACC542B777B20,45,MINIMAL,SAVINGS,False
ACC84E8650D63,987,FULL,CURRENT,False
ACCA81876BD59,1723,FULL,SAVINGS,False
ACC02737949A2,2996,FULL,SAVINGS,False
ACC3299668B7B,1996,MINIMAL,SAVINGS,False
ACC16721F715E,265,FULL,SAVINGS,False
ACC111C9A6157,2574,FULL,SAVINGS,False
ACC3E651708A8,821,FULL,SAVINGS,False
ACCCA6F1CE1F9,314,MINIMAL,SAVINGS,False
ACCA00CB9A2E4,184,FULL,CURRENT,False
ACC0027A14C7A,2419,FULL,CURRENT,False
ACCCC36416C31,1485,FULL,SAVINGS,False
ACC679F847FEE,1163,FULL,SAVINGS,False
ACC4EE2B6FF5B,71,FULL,SAVINGS,False
ACCA09B379C88,2603,FULL,SAVINGS,False
ACC1EED58EA56,170,MINIMAL,SAVINGS,False
ACCE1BB77A0BA,975,FULL,CURRENT,False
ACCE20A09E64A,950,FULL,CURRENT,False
ACC5B0132D0AF,2771,FULL,SAVINGS,False
ACCDEA1433AE9,1435,FULL,SAVINGS,False
ACC0A96804395,707,FULL,SAVINGS,False
ACCEDB7AC131F,1474,MINIMAL,CURRENT,False
ACCD048D896A3,1211,FULL,SAVINGS,False
ACC3216AEE2EA,2627,MINIMAL,SAVINGS,False
ACCEDAF59DAA3,1182,FULL,CURRENT,False
ACC66DFA38BEB,40,FULL,WALLET,False
ACCDB0611E22F,2832,FULL,SAVINGS,False
ACC5C3E94A91B,2096,FULL,CURRENT,False
ACCEF133CF051,1677,FULL,SAVINGS,False
ACC37C22D897D,1510,FULL,CURRENT,False
ACCFBF0E5A928,1444,FULL,SAVINGS,False
ACC42D37372F8,1181,FULL,CURRENT,False
ACCDF2301255F,2619,FULL,CURRENT,False
ACCD3E1C1CE8A,2498,FULL,SAVINGS,False
ACC4D4153CCE7,2094,FULL,SAVINGS,False
ACC094D998062,1128,FULL,CURRENT,False
ACC3D4AFA6492,516,FULL,SAVINGS,False
ACCAFC90E097C,733,FULL,SAVINGS,False
ACC2CE1E019BC,2001,FULL,SAVINGS,False
ACC0BD6FBA5B0,531,FULL,SAVINGS,False
ACC639015D9A0,151,FULL,SAVINGS,False
ACC6BC52F66DD,2681,FULL,SAVINGS,False
ACC53BF3B40F6,1604,FULL,SAVINGS,False
ACC68B2D804BC,509,FULL,SAVINGS,False
ACCFD4C057098,1897,FULL,SAVINGS,False
ACCB1BE12D4B3,107,FULL,CURRENT,False
ACC84DD289A2A,699,MINIMAL,SAVINGS,False
ACC6E25C1FD3F,212,FULL,SAVINGS,False
ACCDE6962DF54,756,FULL,SAVINGS,False
ACC5DDF890B8D,1890,FULL,SAVINGS,False
ACC9424695740,196,FULL,SAVINGS,False
ACC100F9A6349,812,FULL,CURRENT,False
ACCCF15B9372C,1490,FULL,SAVINGS,False
ACCBB5CD23BA5,1124,MINIMAL,SAVINGS,False
ACCD1A7998393,1073,FULL,SAVINGS,False
ACC2792E2C1C6,281,FULL,SAVINGS,False
ACC6683FD8100,2700,FULL,SAVINGS,False
ACCD06F0B1D85,1213,FULL,SAVINGS,False
ACCB035ACE935,1407,FULL,CURRENT,False
ACCC11494600B,564,FULL,WALLET,False
ACC1B6B4DD854,356,FULL,SAVINGS,False
ACC8D26A03FF4,2837,MINIMAL,SAVINGS,False
ACC127A4F466C,1623,FULL,SAVINGS,False
ACC90D98C16D2,2014,FULL,SAVINGS,False
ACC88ABC62D4C,2668,FULL,SAVINGS,False
ACCF76E251EC3,191,FULL,SAVINGS,False
ACCCF8AD12DBA,2110,FULL,CURRENT,False
ACCFF4C4321F4,870,FULL,SAVINGS,False
ACC2FD6251E01,2208,FULL,SAVINGS,False
ACC9B1122D61A,2950,FULL,SAVINGS,False
ACCE7161AFC4A,2924,FULL,SAVINGS,False
ACCD7606420FF,2561,FULL,SAVINGS,False
ACCCABED7F54C,1613,FULL,SAVINGS,False
ACCAE7E92B19D,1426,MINIMAL,CURRENT,False
ACCF14130A85B,1639,FULL,SAVINGS,False
ACCB3E3FF6D2B,2485,FULL,WALLET,False
ACCADF35107AF,2943,FULL,SAVINGS,False
ACC0286E8AC2E,2187,FULL,WALLET,False
ACC3545846327,1959,FULL,CURRENT,False
ACCA71FAA5D40,2484,FULL,SAVINGS,False
ACCCB60008272,1848,FULL,SAVINGS,False
ACCAE1C54E808,343,FULL,SAVINGS,False
ACC52ED919C44,2321,FULL,SAVINGS,False
ACC6EA70F1C81,966,FULL,CURRENT,False
ACC09DB6C8AC0,1640,FULL,SAVINGS,False
ACCD545ABC736,470,FULL,SAVINGS,False
ACC65C9DF7816,2399,MINIMAL,CURRENT,False
ACC818932A7A4,1401,MINIMAL,SAVINGS,False
ACC64FBE95855,1968,FULL,WALLET,False
ACC45AE5C035F,2556,FULL,SAVINGS,False
ACC0D0A16F13C,2609,FULL,SAVINGS,False
ACCEA6F7ACB05,2483,FULL,SAVINGS,False
ACC0228E8F38F,1506,FULL,SAVINGS,False
ACCA67DD841EC,953,FULL,SAVINGS,False
ACC67B6023559,2833,FULL,SAVINGS,False
ACC982E6C335D,2509,FULL,SAVINGS,False
ACC12883A441B,2023,FULL,SAVINGS,False
ACC24874F75B3,665,MINIMAL,SAVINGS,False
ACC3B52BB3DA0,1066,FULL,SAVINGS,False
ACC27672B22DA,2818,FULL,SAVINGS,False
ACCEF259E64F7,522,FULL,CURRENT,False
ACC907FE90CB0,1385,FULL,CURRENT,False
ACCEC00838AE8,863,MINIMAL,SAVINGS,False
ACC448523E249,644,FULL,SAVINGS,False
ACCB838B761C9,652,FULL,SAVINGS,False
ACC7C88BE680C,1689,FULL,SAVINGS,False
ACC40084A6FBB,407,FULL,SAVINGS,False
ACC0C19BA76C1,2315,FULL,CURRENT,False
ACC6A184BAC1D,2815,FULL,SAVINGS,False
ACCF0843427BF,428,FULL,CURRENT,False
ACC7E877CE4F6,2629,MINIMAL,SAVINGS,False
ACC917029787F,2188,FULL,SAVINGS,False
ACC318D6D7507,141,FULL,SAVINGS,False
ACC753292832E,1638,FULL,SAVINGS,False
ACC967455FCA7,2242,FULL,CURRENT,False
ACC986D1B2606,115,FULL,SAVINGS,False
ACC2E22B88FA1,1057,FULL,SAVINGS,False
ACC25B1E58425,495,FULL,SAVINGS,False
ACC0C6D7C1814,2045,MINIMAL,SAVINGS,False
ACC85CA4F580A,872,FULL,SAVINGS,False
ACC033A0292D2,1770,FULL,SAVINGS,False
ACC4FDB978136,1747,FULL,SAVINGS,False
ACC80821895BA,740,FULL,WALLET,False
ACC6705CB33AF,72,FULL,CURRENT,False
ACC2D4B0F295B,652,FULL,WALLET,False
ACC23E0A5D8D7,1580,FULL,CURRENT,False
ACC07E9B9A91B,32,FULL,WALLET,False
ACC3DED12B619,498,FULL,SAVINGS,False
ACCE0E51EB581,505,FULL,SAVINGS,False
ACC901892D367,2319,FULL,SAVINGS,False
ACC843F4F5294,2832,FULL,SAVINGS,False
ACC8B2DB73E58,2019,FULL,CURRENT,False
ACC9DD00A81F2,2989,MINIMAL,SAVINGS,False
ACC59303F9E15,2567,FULL,SAVINGS,False
ACC36525851D8,1430,FULL,SAVINGS,False
ACC2495E53B18,1660,FULL,SAVINGS,False
ACC7803D5B265,2355,FULL,SAVINGS,False
ACC43FB36F704,1943,FULL,WALLET,False
ACC52B27E2286,722,FULL,CURRENT,False
ACCA12D407A10,2429,FULL,SAVINGS,False
ACC7CA3D8725B,401,FULL,SAVINGS,False
ACCF6CC136B1A,739,FULL,SAVINGS,False
ACC45E1578032,1583,FULL,SAVINGS,False
ACCED597B96C3,2437,FULL,SAVINGS,False
ACCC50744A5A7,2598,FULL,SAVINGS,False
ACC9BAF888A9C,923,FULL,SAVINGS,False
ACC3961577F13,563,FULL,CURRENT,False
ACC2D9A8925F5,2419,FULL,SAVINGS,False
ACC1017E850EB,1924,FULL,SAVINGS,False
ACCAF9B340B60,627,FULL,SAVINGS,False
ACCEEA6BAAB52,475,FULL,SAVINGS,False
ACC31238DC11F,404,FULL,SAVINGS,False
ACC7C766E343D,2995,FULL,SAVINGS,False
ACCBCC5C6B124,2715,FULL,WALLET,False
ACCBB9A933771,2841,FULL,SAVINGS,False
ACCAE6B11E89C,584,FULL,SAVINGS,False
ACC1C77C31776,902,MINIMAL,WALLET,False
ACC5E8AB6AFFF,1682,FULL,SAVINGS,False
ACCD272E09B4A,1546,FULL,CURRENT,False
ACC1C4536BBBB,2899,FULL,WALLET,False
ACCB20227013F,2147,FULL,SAVINGS,False
ACCC71BE54DF1,2639,FULL,WALLET,False
ACCCA6049674C,147,FULL,SAVINGS,False
ACC73DA02EFFF,2887,FULL,WALLET,False
ACC6A8EF26709,2072,FULL,WALLET,False
ACC2BFBAE071B,1878,FULL,SAVINGS,False
ACC843DA8058A,1678,FULL,SAVINGS,False
ACC41BD6FD9A4,548,FULL,CURRENT,False
ACCD2054EED80,2445,FULL,WALLET,False
ACC4BD6DD62A5,1952,FULL,CURRENT,False
ACC11B1CE435F,1832,FULL,SAVINGS,False
ACC23D95B84AA,757,FULL,SAVINGS,False
ACCE555EFF970,1226,FULL,SAVINGS,False
ACC756AA80A86,2937,FULL,CURRENT,False
ACCD0A26C3AF3,889,FULL,SAVINGS,False
ACCD313D2142D,540,FULL,SAVINGS,False
ACC4F718354F7,2897,FULL,SAVINGS,False
ACC04F3CC0546,2973,FULL,CURRENT,False
ACC8106BC2628,2002,FULL,SAVINGS,False
ACCB979C89757,1448,FULL,SAVINGS,False
ACCC6772E8818,2891,FULL,SAVINGS,False
ACCCF8DA20343,2648,FULL,SAVINGS,False
ACC776EDBB61D,2475,FULL,SAVINGS,False
ACC1D88AAFC78,1618,FULL,SAVINGS,False
ACC2BE5152F62,175,FULL,SAVINGS,False
ACC505220A3C7,2779,FULL,SAVINGS,False
ACC083AD6EC26,2129,FULL,SAVINGS,False
ACC2E5D76F3B0,1371,FULL,SAVINGS,False
ACCA6526BCD07,1151,FULL,SAVINGS,False
ACC00B933C4CE,2677,FULL,CURRENT,False
ACC021D48526B,706,FULL,CURRENT,False
ACC0E20C85600,2733,FULL,SAVINGS,False
ACC0B195CA43C,1441,FULL,SAVINGS,False
ACCCACD7ED877,1702,FULL,CURRENT,False
ACC341DE6A89A,1047,FULL,SAVINGS,False
ACC5C136F3946,2039,FULL,SAVINGS,False
ACC5E86367D11,394,FULL,WALLET,False
ACCAC65733CD9,76,FULL,SAVINGS,False
ACCED8E81BB61,768,FULL,SAVINGS,False
ACCB6728DC5C2,2548,FULL,SAVINGS,False
ACC679DB5425A,201,FULL,SAVINGS,False
ACC20E88F232E,2253,FULL,CURRENT,False
ACCA85496EB90,268,MINIMAL,SAVINGS,False
ACCFE284600FA,2893,FULL,SAVINGS,False
ACCC87CA79C04,1549,MINIMAL,SAVINGS,False
ACCBED65C34DA,293,FULL,SAVINGS,False
ACCCD82BEAEA3,1719,FULL,CURRENT,False
ACCAB5A8096A3,1715,FULL,CURRENT,False
ACC4082187D2E,210,FULL,CURRENT,False
ACCE29C9AC81B,2694,FULL,SAVINGS,False
ACC27F1916ECA,1115,MINIMAL,SAVINGS,False
ACC02C4E4510F,505,FULL,SAVINGS,False
ACCE6482D99D4,459,FULL,CURRENT,False
ACCABBBA2F5AA,1291,FULL,CURRENT,False
ACCBEF2A5B233,981,FULL,CURRENT,False
ACC135CFF007A,325,FULL,SAVINGS,False
ACCD9AD55D07C,916,MINIMAL,SAVINGS,False
ACC1CE75E09D3,716,FULL,SAVINGS,False
ACC5D62D8DE92,1438,FULL,SAVINGS,False
ACC4130E37961,480,FULL,CURRENT,False
ACCD440466E52,1591,MINIMAL,SAVINGS,False
ACC12FA015122,1562,FULL,SAVINGS,False
ACCE5396E569F,1131,FULL,CURRENT,False
ACC7D558D60C0,1448,FULL,SAVINGS,False
ACCCD52BB5904,1298,MINIMAL,CURRENT,False
ACC6E6A1672D0,308,FULL,SAVINGS,False
ACCC9FE2709FB,945,FULL,SAVINGS,False
ACC84B1D524A3,1027,FULL,SAVINGS,False
ACC5081CFEA69,2457,FULL,SAVINGS,False
ACCB531DB7794,1989,FULL,SAVINGS,False
ACCE2892D89E8,2150,MINIMAL,SAVINGS,False
ACC71C28A21C8,1841,FULL,CURRENT,False
ACCEAFC26A155,597,FULL,SAVINGS,False
ACC58C34ECE58,2917,FULL,SAVINGS,False
ACC863FC602E2,1976,MINIMAL,SAVINGS,False
ACC9A815D87E1,1216,FULL,SAVINGS,False
ACCEA33A248D7,2856,FULL,SAVINGS,False
ACC867DD0AC4E,40,FULL,SAVINGS,False
ACC8CC3B1F8F8,2685,FULL,CURRENT,False
ACC415F845CC9,2682,FULL,SAVINGS,False
ACCD337F229E5,1020,FULL,SAVINGS,False
ACCEEED2997AD,2079,MINIMAL,SAVINGS,False
ACCE33E40A3E5,830,FULL,SAVINGS,False
ACC5E128FAF68,1185,FULL,WALLET,False
ACC2CDF777335,2799,FULL,WALLET,False
ACC73A7FAEEA1,505,FULL,SAVINGS,False
ACC03AE09B77C,467,FULL,SAVINGS,False
ACC8EFF9282C7,1131,MINIMAL,SAVINGS,False
ACCEE4ACF6323,2802,FULL,SAVINGS,False
ACC0CA60774D3,851,FULL,SAVINGS,False
ACCB234B031F6,2942,FULL,SAVINGS,False
ACC840C4F1D8B,2727,FULL,CURRENT,False
ACC4DE616F392,959,MINIMAL,SAVINGS,False
ACC5919A8B5FA,926,FULL,WALLET,False
ACCEBFA2C1D2E,1459,FULL,WALLET,False
ACC9FF05D2AE1,2119,FULL,SAVINGS,False
ACCA1C3CC16DF,1226,FULL,SAVINGS,False
ACC15620C6E71,2769,FULL,SAVINGS,False
ACC36A9698F88,2426,FULL,SAVINGS,False
ACCEE1443BA86,1228,FULL,CURRENT,False
ACCD1D4B61B9A,2079,FULL,SAVINGS,False
ACC94B89B1A52,320,FULL,SAVINGS,False
ACCEB14077B58,2074,FULL,WALLET,False
ACC99CB13EC7E,888,FULL,SAVINGS,False
ACCAECA56EE1C,59,FULL,SAVINGS,False
ACCBAA953EBC7,211,FULL,SAVINGS,False
ACC9DD29A0E2F,125,FULL,SAVINGS,False
ACCB2257683BB,33,FULL,SAVINGS,False
ACC582874E6FC,2042,MINIMAL,CURRENT,False
ACC8AEA8DFF44,1285,MINIMAL,SAVINGS,False
ACC783BEBDB0A,1066,FULL,WALLET,False
ACCF1CBEC9211,2739,FULL,CURRENT,False
ACCCDA60DCCDE,614,FULL,SAVINGS,False
ACC5B0F4BA747,2460,FULL,SAVINGS,False
ACC5065E93AAA,2737,FULL,SAVINGS,False
ACC51591CC6F2,1981,FULL,CURRENT,False
ACCBD2D5F297E,344,MINIMAL,WALLET,False
ACCC8208F7676,2997,FULL,CURRENT,False
ACC133E253EEA,1356,FULL,SAVINGS,False
ACC6AA5981283,1684,FULL,SAVINGS,False
ACCF6B8A8E5BF,1653,FULL,WALLET,False
ACCE85B5F6F4F,1527,MINIMAL,WALLET,False
ACC6BC8F4A156,1302,FULL,CURRENT,False
ACCE429EA0F83,523,FULL,SAVINGS,False
ACC9F193C8F8D,1572,FULL,SAVINGS,False
ACC14331AB6B1,2378,FULL,SAVINGS,False
ACCE38B099357,1543,FULL,SAVINGS,False
ACC8567E5B4AB,525,FULL,SAVINGS,False
ACC9113931BC8,2598,FULL,SAVINGS,False
ACC26F7B0DF8B,697,FULL,CURRENT,False
ACC49319572FF,1692,FULL,CURRENT,False
ACC8A80D088BE,66,FULL,SAVINGS,False
ACC1978B3B376,41,FULL,SAVINGS,False
ACC4A45D06788,2450,FULL,SAVINGS,False
ACC0078C30F6A,1614,FULL,CURRENT,False
ACCD10E92D76A,890,FULL,SAVINGS,False
ACCF6BE41F7AC,2549,FULL,SAVINGS,False
ACC00653EB890,2582,FULL,SAVINGS,False
ACCECD83A82E3,2214,FULL,SAVINGS,False
ACC1A91EBA8CC,1968,FULL,SAVINGS,False
ACC25677D17E2,848,FULL,CURRENT,False
ACC0664C6CF0B,868,FULL,SAVINGS,False
ACC706A97CFF6,819,FULL,SAVINGS,False
ACC903EB5AF6A,2543,FULL,SAVINGS,False
ACCE094380BB3,2536,FULL,SAVINGS,False
ACC05EA023ACB,1146,FULL,SAVINGS,False
ACCB271DE14DD,2785,FULL,SAVINGS,False
ACC19A329ED3A,1873,FULL,CURRENT,False
ACC6340411AFC,413,MINIMAL,CURRENT,False
ACCFEED1BEBD7,2393,FULL,SAVINGS,False
ACC1FC5CA791D,860,FULL,SAVINGS,False
ACC9267987D6C,2291,FULL,CURRENT,False
ACC09679B1E14,293,MINIMAL,SAVINGS,False
ACCD18FCDAEA5,99,FULL,SAVINGS,False
ACC1AF5721F6F,95,FULL,SAVINGS,False
ACCF3EB263053,2065,FULL,SAVINGS,False
ACC4A5520FC46,1831,MINIMAL,CURRENT,False
ACC864189A65E,321,MINIMAL,SAVINGS,False
ACCE0D5976C63,695,FULL,SAVINGS,False
ACC409F8A2B2E,2075,MINIMAL,WALLET,False
ACCF4E9CED91F,40,FULL,SAVINGS,False
ACC8F3770FD30,1381,MINIMAL,SAVINGS,False
ACCA6C01C1E82,1235,FULL,SAVINGS,False
ACC5278BE7D03,2639,FULL,SAVINGS,False
ACC887624D7A7,2862,MINIMAL,SAVINGS,False
ACC1D823DD6E4,769,FULL,SAVINGS,False
ACC2424DBBAFD,265,FULL,CURRENT,False
ACC11897C24D2,1153,FULL,SAVINGS,False
ACCF09DD609DD,1238,FULL,SAVINGS,False
ACC541D994A46,1575,FULL,SAVINGS,False
ACC75E32ECE42,2869,FULL,SAVINGS,False
ACCBB0474270F,189,FULL,SAVINGS,False
ACC685406A8F5,508,FULL,SAVINGS,False
ACCF2948828C3,2198,MINIMAL,SAVINGS,False
ACC44EE58F09D,2508,FULL,SAVINGS,False
ACC491E8A64F3,2229,FULL,SAVINGS,False
ACC473019DAB4,1378,FULL,SAVINGS,False
ACC27778873BE,1002,FULL,CURRENT,False
ACCDC484CC90B,447,FULL,CURRENT,False
ACCFF260D7368,2365,FULL,CURRENT,False
ACCC508A2320D,983,FULL,CURRENT,False
ACCCF11677325,2473,MINIMAL,CURRENT,False
ACC9D31622AD9,1176,FULL,CURRENT,False
ACC13AF3EBF99,2103,FULL,SAVINGS,False
ACC6600FC5137,503,FULL,WALLET,False
ACCD99AAC8843,1042,FULL,CURRENT,False
ACC972EB2A24C,1102,FULL,SAVINGS,False
ACC95C9234673,624,FULL,WALLET,False
ACC1AAC57D3AA,2752,MINIMAL,SAVINGS,False
ACC5F8388317A,491,MINIMAL,SAVINGS,False
ACCEC46D0F80E,2272,FULL,CURRENT,False
ACC04CBBEF71C,1272,FULL,SAVINGS,False
ACC3F694D50FC,1538,FULL,SAVINGS,False
ACC02239C044D,591,FULL,SAVINGS,False
ACC996DBE8375,895,MINIMAL,CURRENT,False
ACCAED1CAA1F2,2901,FULL,CURRENT,False
ACC3065C88209,2567,FULL,SAVINGS,False
ACC7228EC344E,2730,FULL,SAVINGS,False
ACC4B07D5573C,1533,MINIMAL,CURRENT,False
ACCC1DD08D66F,576,FULL,SAVINGS,False
ACC911AA673F9,1523,FULL,SAVINGS,False
ACC32B25EE0B1,48,FULL,CURRENT,False
ACCC4BF0AD02D,1820,FULL,CURRENT,False
ACCF51CC20DEE,1200,FULL,SAVINGS,False
ACC547583678F,1356,FULL,SAVINGS,False
ACC33F3ACA09D,1330,FULL,CURRENT,False
ACCFF069688B0,2081,FULL,CURRENT,False
ACCC5804E7B1D,556,FULL,SAVINGS,False
ACC91097E8712,2547,MINIMAL,SAVINGS,False
ACC9E9C237318,123,FULL,SAVINGS,False
ACCFFA6365A74,2294,FULL,CURRENT,False
ACC4397AEE4EE,2773,FULL,SAVINGS,False
ACCC1BF1088DC,2506,FULL,SAVINGS,False
ACC4385709C0C,2537,FULL,SAVINGS,False
ACC5581AB900C,280,MINIMAL,SAVINGS,False
ACC2C07E0C6AF,2670,FULL,SAVINGS,False
ACC0209821231,2905,MINIMAL,SAVINGS,False
ACC51D7D1F649,2546,MINIMAL,SAVINGS,False
ACC6B712BD037,2074,FULL,SAVINGS,False
ACCC5DFE02E56,944,FULL,WALLET,False
ACC53977581E6,600,FULL,WALLET,False
ACCB823A56524,2732,FULL,WALLET,False
ACC7D06DE6FE7,2676,MINIMAL,CURRENT,False
ACCE7F77092A7,2323,FULL,SAVINGS,False
ACC7396AA8475,1129,FULL,WALLET,False
ACC7E7864D23A,2507,FULL,WALLET,False
ACC67A51DE176,1303,FULL,SAVINGS,False
